Well,Well Position,Cycle,Target Name,Rn,Delta Rn
1,A01,1,sample,"60,821.40",-2781.49
1,A01,2,sample,"61,319.51",-2402.44
1,A01,3,sample,"62,618.29",-1222.73
1,A01,4,sample,"63,195.63",-764.46
1,A01,5,sample,"63,761.80",-317.36
1,A01,6,sample,"64,579.27",381.05
1,A01,7,sample,"64,700.00",382.7
1,A01,8,sample,"64,660.65",224.29
1,A01,9,sample,"65,163.13",607.7
1,A01,10,sample,"65,228.48",553.98
1,A01,11,sample,"65,344.38",550.81
1,A01,12,sample,"65,292.92",380.28
1,A01,13,sample,"65,539.41",507.71
1,A01,14,sample,"65,358.91",208.13
1,A01,15,sample,"65,126.53",-143.31
1,A01,16,sample,"65,222.37",-166.54
1,A01,17,sample,"65,628.22",120.24
1,A01,18,sample,"65,695.84",68.8
1,A01,19,sample,"65,593.11",-153
1,A01,20,sample,"65,434.50",-430.68
1,A01,21,sample,"65,196.65",-787.61
1,A01,22,sample,"65,201.05",-902.27
1,A01,23,sample,"66,261.93",39.54
1,A01,24,sample,"67,455.33",1113.87
1,A01,25,sample,"69,368.86",2908.34
1,A01,26,sample,"73,405.57",6825.98
1,A01,27,sample,"81,182.52",14483.86
1,A01,28,sample,"93,833.46",27015.73
1,A01,29,sample,"114,328.24",47391.45
1,A01,30,sample,"144,537.31",77481.45
1,A01,31,sample,"183,924.83",116749.9
1,A01,32,sample,"231,537.13",164243.13
1,A01,33,sample,"283,459.16",216046.09
1,A01,34,sample,"333,320.66",265788.53
1,A01,35,sample,"375,194.63",307543.41
1,A01,36,sample,"407,622.56",339852.28
1,A01,37,sample,"429,801.19",361911.84
1,A01,38,sample,"445,383.72",377375.31
1,A01,39,sample,"456,910.41",388782.94
1,A01,40,sample,"463,839.31",395592.75
2,A02,1,sample,"77,957.52",-5308.08
2,A02,2,sample,"78,898.36",-4372.58
2,A02,3,sample,"80,357.83",-2918.45
2,A02,4,sample,"81,886.75",-1394.86
2,A02,5,sample,"83,172.97",-113.98
2,A02,6,sample,"83,902.30",610.01
2,A02,7,sample,"84,240.12",942.49
2,A02,8,sample,"84,158.79",855.83
2,A02,9,sample,"84,264.20",955.9
2,A02,10,sample,"84,161.80",848.16
2,A02,11,sample,"84,354.55",1035.57
2,A02,12,sample,"84,184.43",860.12
2,A02,13,sample,"84,016.87",687.22
2,A02,14,sample,"83,753.14",418.16
2,A02,15,sample,"83,563.41",223.09
2,A02,16,sample,"83,339.09",-6.56
2,A02,17,sample,"83,089.35",-261.64
2,A02,18,sample,"82,991.10",-365.23
2,A02,19,sample,"82,779.56",-582.11
2,A02,20,sample,"82,643.03",-723.98
2,A02,21,sample,"82,302.60",-1069.74
2,A02,22,sample,"82,173.16",-1204.52
2,A02,23,sample,"82,634.57",-748.45
2,A02,24,sample,"82,655.30",-733.06
2,A02,25,sample,"82,989.78",-403.91
2,A02,26,sample,"83,403.31",4.27
2,A02,27,sample,"84,730.83",1326.46
2,A02,28,sample,"87,309.34",3899.64
2,A02,29,sample,"91,152.31",7737.26
2,A02,30,sample,"98,113.92",14693.54
2,A02,31,sample,"109,040.81",25615.09
2,A02,32,sample,"126,914.46",43483.41
2,A02,33,sample,"151,627.73",68191.34
2,A02,34,sample,"184,654.44",101212.71
2,A02,35,sample,"226,048.09",142601.03
2,A02,36,sample,"272,165.75",188713.34
2,A02,37,sample,"318,472.09",235014.36
2,A02,38,sample,"359,640.00",276176.91
2,A02,39,sample,"391,448.00",307979.59
2,A02,40,sample,"412,113.97",328640.22
3,A03,1,sample,"64,720.14",952.83
3,A03,2,sample,"64,815.66",-36.03
3,A03,3,sample,"65,896.08",-39.99
3,A03,4,sample,"66,437.12",-583.33
3,A03,5,sample,"66,888.91",-1215.92
3,A03,6,sample,"67,575.07",-1614.13
3,A03,7,sample,"67,583.08",-2690.51
3,A03,8,sample,"67,510.13",-3847.84
3,A03,9,sample,"69,784.54",-2657.81
3,A03,10,sample,"77,639.83",4113.1
3,A03,11,sample,"79,772.87",5161.76
3,A03,12,sample,"80,161.61",4466.12
3,A03,13,sample,"80,075.36",3295.49
3,A03,14,sample,"80,091.34",2227.09
3,A03,15,sample,"80,600.13",1651.5
3,A03,16,sample,"80,462.25",429.24
3,A03,17,sample,"80,364.06",-753.33
3,A03,18,sample,"80,418.02",-1783.76
3,A03,19,sample,"80,628.66",-2657.49
3,A03,20,sample,"80,870.34",-3500.2
3,A03,21,sample,"81,499.53",-3955.38
3,A03,22,sample,"82,193.40",-4345.9
3,A03,23,sample,"83,483.18",-4140.5
3,A03,24,sample,"85,786.56",-2921.5
3,A03,25,sample,"90,792.48",1000.05
3,A03,26,sample,"99,763.63",8886.81
3,A03,27,sample,"115,192.20",23231
3,A03,28,sample,"139,903.69",46858.11
3,A03,29,sample,"175,542.16",81412.2
3,A03,30,sample,"222,353.72",127139.38
3,A03,31,sample,"278,118.16",181819.44
3,A03,32,sample,"339,023.50",241640.39
3,A03,33,sample,"396,485.38",298017.91
3,A03,34,sample,"444,029.44",344477.56
3,A03,35,sample,"478,419.00",377782.75
3,A03,36,sample,"501,690.06",399969.44
3,A03,37,sample,"516,994.38",414189.38
3,A03,38,sample,"526,912.19",423022.81
3,A03,39,sample,"533,537.63",428563.84
3,A03,40,sample,"537,706.69",431648.53
4,A04,1,sample,"60,141.57",-17421.81
4,A04,2,sample,"61,266.68",-17273.69
4,A04,3,sample,"64,956.31",-14561.05
4,A04,4,sample,"69,933.16",-10561.19
4,A04,5,sample,"72,809.24",-8662.1
4,A04,6,sample,"81,920.88",-527.46
4,A04,7,sample,"88,135.15",4709.82
4,A04,8,sample,"91,902.84",7500.52
4,A04,9,sample,"94,735.77",9356.46
4,A04,10,sample,"96,106.26",9749.96
4,A04,11,sample,"96,364.34",9031.05
4,A04,12,sample,"95,948.73",7638.44
4,A04,13,sample,"95,252.33",5965.05
4,A04,14,sample,"94,097.48",3833.22
4,A04,15,sample,"92,955.77",1714.51
4,A04,16,sample,"91,774.34",-443.91
4,A04,17,sample,"91,025.02",-2170.22
4,A04,18,sample,"90,592.84",-3579.4
4,A04,19,sample,"89,937.91",-5211.32
4,A04,20,sample,"89,464.23",-6661.98
4,A04,21,sample,"89,982.80",-7120.41
4,A04,22,sample,"91,039.24",-7040.96
4,A04,23,sample,"93,051.43",-6005.76
4,A04,24,sample,"97,175.63",-2858.56
4,A04,25,sample,"104,523.87",3512.69
4,A04,26,sample,"118,174.18",16186.01
4,A04,27,sample,"140,348.86",37383.7
4,A04,28,sample,"174,197.55",70255.4
4,A04,29,sample,"220,369.44",115450.3
4,A04,30,sample,"277,247.97",171351.84
4,A04,31,sample,"341,737.94",234864.81
4,A04,32,sample,"406,874.50",299024.38
4,A04,33,sample,"462,176.38",353349.28
4,A04,34,sample,"503,613.84",393809.75
4,A04,35,sample,"531,215.56",420434.47
4,A04,36,sample,"548,323.06",436564.97
4,A04,37,sample,"559,267.38",446532.31
4,A04,38,sample,"567,314.44",453602.38
4,A04,39,sample,"573,018.88",458329.81
4,A04,40,sample,"576,423.13",460757.06
5,A05,1,sample,"77,039.46",-4438.65
5,A05,2,sample,"78,186.43",-3530.38
5,A05,3,sample,"80,603.88",-1351.63
5,A05,4,sample,"81,963.94",-230.27
5,A05,5,sample,"82,594.06",161.14
5,A05,6,sample,"83,131.34",459.72
5,A05,7,sample,"83,408.29",497.98
5,A05,8,sample,"83,662.48",513.46
5,A05,9,sample,"83,881.34",493.62
5,A05,10,sample,"83,949.19",322.77
5,A05,11,sample,"83,849.97",-15.14
5,A05,12,sample,"84,287.31",183.49
5,A05,13,sample,"84,358.42",15.91
5,A05,14,sample,"84,213.17",-368.04
5,A05,15,sample,"84,591.98",-227.94
5,A05,16,sample,"84,844.68",-213.94
5,A05,17,sample,"85,056.17",-241.14
5,A05,18,sample,"85,399.15",-136.87
5,A05,19,sample,"86,246.09",471.38
5,A05,20,sample,"87,844.52",1831.11
5,A05,21,sample,"91,506.78",5254.66
5,A05,22,sample,"97,750.13",11259.31
5,A05,23,sample,"109,138.95",22409.44
5,A05,24,sample,"128,970.78",42002.56
5,A05,25,sample,"160,386.61",73179.69
5,A05,26,sample,"205,749.75",118304.13
5,A05,27,sample,"266,232.59",178548.28
5,A05,28,sample,"342,039.59",254116.58
5,A05,29,sample,"428,097.03",339935.31
5,A05,30,sample,"508,169.69",419769.28
5,A05,31,sample,"569,304.00",480664.88
5,A05,32,sample,"608,767.94",519890.13
5,A05,33,sample,"632,344.69",543228.19
5,A05,34,sample,"646,616.38",557261.13
5,A05,35,sample,"655,299.31",565705.38
5,A05,36,sample,"660,871.31",571038.69
5,A05,37,sample,"665,259.44",575188.13
5,A05,38,sample,"668,497.88",578187.88
5,A05,39,sample,"671,226.44",580677.69
5,A05,40,sample,"672,762.00",581974.56
6,A06,1,sample,"78,579.11",-8820.83
6,A06,2,sample,"80,009.14",-7499.31
6,A06,3,sample,"81,807.23",-5809.73
6,A06,4,sample,"82,731.59",-4993.88
6,A06,5,sample,"86,292.81",-1541.17
6,A06,6,sample,"88,518.84",576.35
6,A06,7,sample,"89,869.79",1818.8
6,A06,8,sample,"90,434.41",2274.9
6,A06,9,sample,"91,209.56",2941.54
6,A06,10,sample,"91,512.72",3136.2
6,A06,11,sample,"91,690.71",3205.68
6,A06,12,sample,"91,515.56",2922.03
6,A06,13,sample,"91,172.35",2470.31
6,A06,14,sample,"90,393.59",1583.04
6,A06,15,sample,"89,778.28",859.22
6,A06,16,sample,"89,062.02",34.45
6,A06,17,sample,"88,471.91",-664.16
6,A06,18,sample,"87,700.67",-1543.91
6,A06,19,sample,"87,255.40",-2097.7
6,A06,20,sample,"87,069.91",-2391.7
6,A06,21,sample,"86,789.83",-2780.28
6,A06,22,sample,"86,811.02",-2867.6
6,A06,23,sample,"87,546.50",-2240.63
6,A06,24,sample,"89,922.10",26.47
6,A06,25,sample,"93,882.19",3878.04
6,A06,26,sample,"101,712.88",11600.22
6,A06,27,sample,"116,236.41",26015.25
6,A06,28,sample,"139,694.50",49364.83
6,A06,29,sample,"173,822.58",83384.4
6,A06,30,sample,"219,354.39",128807.7
6,A06,31,sample,"274,242.44",183587.25
6,A06,32,sample,"335,216.97",244453.27
6,A06,33,sample,"394,560.16",303687.94
6,A06,34,sample,"444,549.00",353568.28
6,A06,35,sample,"481,470.06",390380.84
6,A06,36,sample,"506,205.69",415007.94
6,A06,37,sample,"522,772.88",431466.63
6,A06,38,sample,"533,135.75",441721
6,A06,39,sample,"539,926.00",448402.75
6,A06,40,sample,"544,684.63",453052.84
7,A07,1,sample,"62,272.27",12612.85
7,A07,2,sample,"63,141.70",11253.68
7,A07,3,sample,"64,387.46",10270.83
7,A07,4,sample,"64,727.77",8382.54
7,A07,5,sample,"63,746.23",5172.39
7,A07,6,sample,"61,739.70",937.25
7,A07,7,sample,"59,920.79",-3110.26
7,A07,8,sample,"59,303.41",-5956.24
7,A07,9,sample,"59,075.39",-8412.87
7,A07,10,sample,"59,486.84",-10230.02
7,A07,11,sample,"61,989.09",-9956.38
7,A07,12,sample,"66,190.25",-7983.83
7,A07,13,sample,"72,327.31",-4075.37
7,A07,14,sample,"78,902.11",270.82
7,A07,15,sample,"85,158.63",4298.73
7,A07,16,sample,"90,039.32",6950.82
7,A07,17,sample,"92,742.01",7424.91
7,A07,18,sample,"93,283.23",5737.52
7,A07,19,sample,"92,360.60",2586.29
7,A07,20,sample,"91,761.48",-241.43
7,A07,21,sample,"92,165.82",-2065.7
7,A07,22,sample,"93,366.84",-3093.28
7,A07,23,sample,"97,351.09",-1337.65
7,A07,24,sample,"105,609.34",4692
7,A07,25,sample,"120,701.13",17555.19
7,A07,26,sample,"145,378.28",40003.73
7,A07,27,sample,"182,841.34",75238.19
7,A07,28,sample,"233,585.50",123753.74
7,A07,29,sample,"296,664.72",184604.36
7,A07,30,sample,"369,170.34",254881.38
7,A07,31,sample,"440,943.47",324425.91
7,A07,32,sample,"499,635.53",380889.34
7,A07,33,sample,"539,533.56",418558.78
7,A07,34,sample,"564,438.44",441235.06
7,A07,35,sample,"580,034.00",454602
7,A07,36,sample,"589,417.69",461757.09
7,A07,37,sample,"595,833.25",465944.03
7,A07,38,sample,"600,202.88",468085.06
7,A07,39,sample,"604,633.06",470286.66
7,A07,40,sample,"606,828.44",470253.41
8,A08,1,sample,"47,332.29",-11317.05
8,A08,2,sample,"47,964.62",-11856.49
8,A08,3,sample,"50,466.41",-10526.48
8,A08,4,sample,"52,972.03",-9192.63
8,A08,5,sample,"56,186.59",-7149.84
8,A08,6,sample,"59,761.95",-4746.25
8,A08,7,sample,"63,407.10",-2272.88
8,A08,8,sample,"68,159.36",1307.61
8,A08,9,sample,"72,042.90",4019.38
8,A08,10,sample,"75,230.28",6034.99
8,A08,11,sample,"78,491.88",8124.82
8,A08,12,sample,"81,068.92",9530.08
8,A08,13,sample,"82,499.52",9788.91
8,A08,14,sample,"82,495.57",8613.19
8,A08,15,sample,"82,308.66",7254.51
8,A08,16,sample,"81,448.10",5222.17
8,A08,17,sample,"80,559.24",3161.54
8,A08,18,sample,"79,482.18",912.71
8,A08,19,sample,"78,727.40",-1013.85
8,A08,20,sample,"78,217.04",-2695.98
8,A08,21,sample,"77,550.40",-4534.39
8,A08,22,sample,"76,997.00",-6259.56
8,A08,23,sample,"77,060.14",-7368.2
8,A08,24,sample,"77,390.27",-8209.84
8,A08,25,sample,"78,507.86",-8264.02
8,A08,26,sample,"81,781.16",-6162.5
8,A08,27,sample,"87,303.42",-1812
8,A08,28,sample,"98,043.29",7756.09
8,A08,29,sample,"115,540.95",24081.97
8,A08,30,sample,"142,682.56",50051.82
8,A08,31,sample,"180,804.86",87002.34
8,A08,32,sample,"229,432.47",134458.17
8,A08,33,sample,"285,624.06",189478
8,A08,34,sample,"344,697.19",247379.36
8,A08,35,sample,"397,461.69",298972.09
8,A08,36,sample,"441,100.06",341438.69
8,A08,37,sample,"472,951.22",372118.06
8,A08,38,sample,"496,060.72",394055.78
8,A08,39,sample,"511,718.94",408542.25
8,A08,40,sample,"521,240.53",416892.06
9,A09,1,sample,"199,916.22",-8244.26
9,A09,2,sample,"203,787.41",-8882.54
9,A09,3,sample,"213,384.67",-3794.74
9,A09,4,sample,"221,048.30",-640.57
9,A09,5,sample,"226,809.25",610.92
9,A09,6,sample,"232,417.72",1709.92
9,A09,7,sample,"237,159.36",1942.1
9,A09,8,sample,"241,132.75",1406.03
9,A09,9,sample,"245,139.14",902.96
9,A09,10,sample,"249,198.58",452.94
9,A09,11,sample,"253,249.38",-5.73
9,A09,12,sample,"257,387.16",-377.41
9,A09,13,sample,"261,798.72",-475.31
9,A09,14,sample,"266,424.47",-359.02
9,A09,15,sample,"270,408.81",-884.14
9,A09,16,sample,"275,314.47",-487.95
9,A09,17,sample,"280,928.34",616.47
9,A09,18,sample,"286,325.50",1504.16
9,A09,19,sample,"292,529.69",3198.88
9,A09,20,sample,"299,746.31",5906.05
9,A09,21,sample,"307,890.66",9540.93
9,A09,22,sample,"316,882.06",14022.87
9,A09,23,sample,"327,829.19",20460.54
9,A09,24,sample,"341,457.78",29579.67
9,A09,25,sample,"359,345.72",42958.14
9,A09,26,sample,"382,844.78",61947.74
9,A09,27,sample,"413,955.34",88548.84
9,A09,28,sample,"453,528.63",123612.66
9,A09,29,sample,"501,037.13",166611.7
9,A09,30,sample,"552,871.31",213936.42
9,A09,31,sample,"602,901.75",259457.41
9,A09,32,sample,"647,781.38",299827.56
9,A09,33,sample,"682,702.63",330239.34
9,A09,34,sample,"708,663.19",351690.44
9,A09,35,sample,"727,970.44",366488.25
9,A09,36,sample,"742,011.50",376019.84
9,A09,37,sample,"751,493.56",380992.44
9,A09,38,sample,"759,491.25",384480.66
9,A09,39,sample,"765,542.88",386022.84
9,A09,40,sample,"769,990.06",385960.56
10,A10,1,sample,"250,678.17",-20441.42
10,A10,2,sample,"258,388.03",-20751.05
10,A10,3,sample,"275,425.31",-11733.26
10,A10,4,sample,"290,732.63",-4445.45
10,A10,5,sample,"303,868.59",671.03
10,A10,6,sample,"314,658.38",3441.31
10,A10,7,sample,"324,710.50",5473.94
10,A10,8,sample,"333,109.75",5853.7
10,A10,9,sample,"340,398.28",5122.73
10,A10,10,sample,"347,520.41",4225.36
10,A10,11,sample,"353,831.25",2516.71
10,A10,12,sample,"360,241.94",907.91
10,A10,13,sample,"366,208.16",-1145.37
10,A10,14,sample,"372,908.44",-2464.58
10,A10,15,sample,"380,101.78",-3290.73
10,A10,16,sample,"388,496.53",-2915.48
10,A10,17,sample,"397,213.69",-2217.82
10,A10,18,sample,"406,447.16",-1003.84
10,A10,19,sample,"416,953.78",1483.29
10,A10,20,sample,"428,615.03",5125.04
10,A10,21,sample,"441,206.72",9697.23
10,A10,22,sample,"454,968.72",15439.74
10,A10,23,sample,"470,334.94",22786.46
10,A10,24,sample,"487,289.25",31721.28
10,A10,25,sample,"507,429.34",43841.88
10,A10,26,sample,"531,303.69",59696.73
10,A10,27,sample,"560,163.88",80537.42
10,A10,28,sample,"595,749.94",108103.98
10,A10,29,sample,"637,369.06",141703.63
10,A10,30,sample,"680,691.31",177006.38
10,A10,31,sample,"723,602.50",211898.06
10,A10,32,sample,"761,494.13",241770.2
10,A10,33,sample,"791,651.25",263907.81
10,A10,34,sample,"813,023.38",277260.47
10,A10,35,sample,"826,642.75",282860.34
10,A10,36,sample,"837,563.44",285761.53
10,A10,37,sample,"847,106.94",287285.53
10,A10,38,sample,"854,784.88",286943.97
10,A10,39,sample,"861,832.63",285972.22
10,A10,40,sample,"866,814.38",282934.5
11,A11,1,sample,"128,819.55",-12729
11,A11,2,sample,"130,697.76",-11266.33
11,A11,3,sample,"135,592.08",-6787.56
11,A11,4,sample,"139,287.09",-3508.09
11,A11,5,sample,"143,369.97",159.24
11,A11,6,sample,"145,298.80",1672.52
11,A11,7,sample,"146,583.23",2541.42
11,A11,8,sample,"147,456.39",2999.03
11,A11,9,sample,"147,493.80",2620.89
11,A11,10,sample,"148,197.50",2909.04
11,A11,11,sample,"147,641.52",1937.51
11,A11,12,sample,"147,163.78",1044.23
11,A11,13,sample,"147,358.20",823.11
11,A11,14,sample,"147,206.05",255.41
11,A11,15,sample,"146,990.58",-375.61
11,A11,16,sample,"147,109.34",-672.39
11,A11,17,sample,"147,096.53",-1100.74
11,A11,18,sample,"146,681.88",-1930.95
11,A11,19,sample,"146,441.28",-2587.09
11,A11,20,sample,"146,697.56",-2746.35
11,A11,21,sample,"147,820.75",-2038.71
11,A11,22,sample,"149,518.20",-756.8
11,A11,23,sample,"152,764.72",2074.17
11,A11,24,sample,"158,238.67",7132.58
11,A11,25,sample,"167,885.08",16363.44
11,A11,26,sample,"184,389.86",32452.67
11,A11,27,sample,"209,914.00",57561.27
11,A11,28,sample,"245,793.14",93024.86
11,A11,29,sample,"291,637.03",138453.2
11,A11,30,sample,"345,854.16",192254.78
11,A11,31,sample,"402,070.41",248055.48
11,A11,32,sample,"454,190.94",299760.47
11,A11,33,sample,"496,607.63",341761.63
11,A11,34,sample,"527,528.75",372267.19
11,A11,35,sample,"548,579.88",392902.78
11,A11,36,sample,"562,783.31",406690.66
11,A11,37,sample,"571,932.69",415424.5
11,A11,38,sample,"578,251.25",421327.5
11,A11,39,sample,"582,813.38",425474.09
11,A11,40,sample,"586,492.56",428737.75
12,A12,1,sample,"126,997.17",-8845.75
12,A12,2,sample,"129,238.42",-8550.89
12,A12,3,sample,"134,672.13",-5063.58
12,A12,4,sample,"139,503.47",-2178.63
12,A12,5,sample,"143,311.30",-317.19
12,A12,6,sample,"146,273.44",698.56
12,A12,7,sample,"149,448.69",1927.42
12,A12,8,sample,"151,857.63",2389.97
12,A12,9,sample,"153,325.27",1911.22
12,A12,10,sample,"155,246.55",1886.11
12,A12,11,sample,"157,258.97",1952.14
12,A12,12,sample,"158,955.22",1702
12,A12,13,sample,"160,061.64",862.03
12,A12,14,sample,"161,206.77",60.76
12,A12,15,sample,"162,480.52",-611.88
12,A12,16,sample,"164,056.58",-982.2
12,A12,17,sample,"165,638.55",-1346.63
12,A12,18,sample,"167,562.17",-1369.39
12,A12,19,sample,"169,357.25",-1520.7
12,A12,20,sample,"170,412.45",-2411.89
12,A12,21,sample,"173,452.52",-1318.22
12,A12,22,sample,"176,924.44",207.31
12,A12,23,sample,"181,196.39",2532.88
12,A12,24,sample,"187,005.67",6395.77
12,A12,25,sample,"196,542.11",13985.81
12,A12,26,sample,"210,129.86",25627.17
12,A12,27,sample,"230,989.84",44540.77
12,A12,28,sample,"260,932.08",72536.61
12,A12,29,sample,"300,028.22",109686.36
12,A12,30,sample,"345,544.38",153256.13
12,A12,31,sample,"395,045.06",200810.42
12,A12,32,sample,"442,906.19",246725.16
12,A12,33,sample,"482,847.66",284720.25
12,A12,34,sample,"512,869.13",312795.31
12,A12,35,sample,"533,778.56",331758.38
12,A12,36,sample,"547,427.19",343460.59
12,A12,37,sample,"556,453.19",350540.22
12,A12,38,sample,"564,492.31",356632.94
12,A12,39,sample,"569,242.50",359436.75
12,A12,40,sample,"572,954.19",361202.03
13,B01,1,sample,"76,254.99",-3585.26
13,B01,2,sample,"77,156.48",-2978.55
13,B01,3,sample,"79,015.83",-1413.97
13,B01,4,sample,"80,046.59",-677.98
13,B01,5,sample,"80,964.46",-54.89
13,B01,6,sample,"81,435.54",121.41
