Well,Well Position,Cycle,Target Name,Rn,Delta Rn
37,D01,2,sample,"83,793.27",-20736.85
37,D01,3,sample,"89,717.13",-17462.93
37,D01,4,sample,"95,234.97",-14595.04
37,D01,5,sample,"101,478.46",-11001.49
37,D01,6,sample,"108,304.16",-6825.73
37,D01,7,sample,"115,935.48",-1844.35
37,D01,8,sample,"124,143.02",3713.24
37,D01,9,sample,"132,870.16",9790.43
37,D01,10,sample,"140,769.78",15040.11
37,D01,11,sample,"145,880.20",17500.59
37,D01,12,sample,"149,552.72",18523.16
37,D01,13,sample,"151,527.86",17848.36
37,D01,14,sample,"152,006.11",15676.67
37,D01,15,sample,"150,091.55",11112.16
37,D01,16,sample,"137,796.02",-3833.32
37,D01,17,sample,"134,388.20",-9891.07
37,D01,18,sample,"135,918.75",-11010.47
37,D01,19,sample,"138,380.97",-11198.19
37,D01,20,sample,"140,957.31",-11271.79
37,D01,21,sample,"144,608.70",-10270.35
37,D01,22,sample,"148,711.95",-8817.04
37,D01,23,sample,"154,873.95",-5304.99
37,D01,24,sample,"163,099.80",270.91
37,D01,25,sample,"175,702.91",10224.08
37,D01,26,sample,"194,452.16",26323.39
37,D01,27,sample,"222,101.28",51322.57
37,D01,28,sample,"259,796.42",86367.77
37,D01,29,sample,"307,771.72",131693.13
37,D01,30,sample,"366,714.38",187985.83
37,D01,31,sample,"430,141.63",248763.14
37,D01,32,sample,"488,691.88",304663.44
37,D01,33,sample,"534,404.31",347725.94
37,D01,34,sample,"565,569.25",376240.94
37,D01,35,sample,"585,490.19",393511.94
37,D01,36,sample,"598,772.63",404144.41
37,D01,37,sample,"607,907.75",410629.59
37,D01,38,sample,"614,265.19",414337.09
37,D01,39,sample,"619,304.94",416726.91
37,D01,40,sample,"622,257.88",417029.91
38,D02,1,sample,"113,022.59",-7786.61
38,D02,2,sample,"116,039.12",-3204.72
38,D02,3,sample,"118,628.47",949.98
38,D02,4,sample,"117,571.57",1458.44
38,D02,5,sample,"115,424.22",876.44
38,D02,6,sample,"113,327.08",344.66
38,D02,7,sample,"111,135.80",-281.27
38,D02,8,sample,"109,133.48",-718.23
38,D02,9,sample,"107,071.89",-1214.46
38,D02,10,sample,"105,365.87",-1355.13
38,D02,11,sample,"103,868.24",-1287.4
38,D02,12,sample,"102,637.45",-952.84
38,D02,13,sample,"101,071.00",-953.93
38,D02,14,sample,"100,009.05",-450.53
38,D02,15,sample,"98,918.49",24.27
38,D02,16,sample,"98,158.06",829.2
38,D02,17,sample,"97,182.81",1419.29
38,D02,18,sample,"95,509.66",1311.51
38,D02,19,sample,"94,721.43",2088.63
38,D02,20,sample,"94,355.23",3287.79
38,D02,21,sample,"93,711.03",4208.94
38,D02,22,sample,"93,037.48",5100.74
38,D02,23,sample,"92,546.31",6174.93
38,D02,24,sample,"91,488.77",6682.74
38,D02,25,sample,"91,416.06",8175.39
38,D02,26,sample,"92,246.36",10571.05
38,D02,27,sample,"92,822.13",12712.17
38,D02,28,sample,"93,405.03",14860.43
38,D02,29,sample,"95,117.42",18138.17
38,D02,30,sample,"98,262.45",22848.55
38,D02,31,sample,"102,883.06",29034.52
38,D02,32,sample,"109,878.99",37595.81
38,D02,33,sample,"120,993.41",50275.59
38,D02,34,sample,"134,060.67",64908.2
38,D02,35,sample,"149,222.19",81635.07
38,D02,36,sample,"164,704.28",98682.52
38,D02,37,sample,"178,402.14",113945.73
38,D02,38,sample,"190,068.66",127177.61
38,D02,39,sample,"199,905.11",138579.42
38,D02,40,sample,"206,042.11",146281.77
39,D03,1,sample,"85,015.06",-12412.2
39,D03,2,sample,"89,044.44",-8156.47
39,D03,3,sample,"93,540.62",-3433.95
39,D03,4,sample,"95,294.17",-1454.04
39,D03,5,sample,"96,515.20",-6.66
39,D03,6,sample,"97,424.51",1128.99
39,D03,7,sample,"97,445.08",1375.91
39,D03,8,sample,"98,298.19",2455.37
39,D03,9,sample,"98,683.70",3067.24
39,D03,10,sample,"96,170.94",780.82
39,D03,11,sample,"94,911.78",-251.98
39,D03,12,sample,"94,385.98",-551.43
39,D03,13,sample,"94,030.05",-681.02
39,D03,14,sample,"93,822.63",-662.09
39,D03,15,sample,"93,494.70",-763.66
39,D03,16,sample,"93,254.39",-777.63
39,D03,17,sample,"93,641.81",-163.86
39,D03,18,sample,"93,517.31",-62.01
39,D03,19,sample,"93,613.81",260.84
39,D03,20,sample,"94,334.46",1207.84
39,D03,21,sample,"96,470.00",3569.73
39,D03,22,sample,"100,918.09",8244.17
39,D03,23,sample,"109,558.53",17110.96
39,D03,24,sample,"123,873.96",31652.74
39,D03,25,sample,"147,147.34",55152.47
39,D03,26,sample,"182,268.05",90499.52
39,D03,27,sample,"231,677.78",140135.61
39,D03,28,sample,"296,591.06",205275.23
39,D03,29,sample,"376,099.19",285009.72
39,D03,30,sample,"458,001.03",367137.91
39,D03,31,sample,"526,702.19",436065.41
39,D03,32,sample,"574,716.94",484306.5
39,D03,33,sample,"605,412.50",515228.44
39,D03,34,sample,"624,269.25",534311.5
39,D03,35,sample,"635,889.56",546158.19
39,D03,36,sample,"644,461.06",554956.06
39,D03,37,sample,"649,459.38",560180.69
39,D03,38,sample,"653,058.50",564006.19
39,D03,39,sample,"656,389.06",567563.06
39,D03,40,sample,"658,138.63",569539
40,D04,1,sample,"92,004.50",-3498.56
40,D04,2,sample,"93,471.99",-2350.11
40,D04,3,sample,"94,663.23",-1477.92
40,D04,4,sample,"95,183.10",-1277.08
40,D04,5,sample,"95,452.90",-1326.33
40,D04,6,sample,"95,900.38",-1197.88
40,D04,7,sample,"96,494.32",-922.99
40,D04,8,sample,"97,566.07",-170.28
40,D04,9,sample,"98,918.92",863.53
40,D04,10,sample,"100,363.00",1988.57
40,D04,11,sample,"101,369.82",2676.35
40,D04,12,sample,"102,332.34",3319.82
40,D04,13,sample,"103,132.52",3800.97
40,D04,14,sample,"103,001.48",3350.88
40,D04,15,sample,"98,896.26",-1073.38
40,D04,16,sample,"97,674.25",-2614.43
40,D04,17,sample,"97,835.06",-2772.66
40,D04,18,sample,"97,759.58",-3167.18
40,D04,19,sample,"98,161.36",-3084.44
40,D04,20,sample,"100,212.73",-1352.11
40,D04,21,sample,"103,412.98",1529.1
40,D04,22,sample,"109,324.54",7121.62
40,D04,23,sample,"120,344.56",17822.59
40,D04,24,sample,"138,553.81",35712.8
40,D04,25,sample,"165,952.56",62792.52
40,D04,26,sample,"206,748.66",103269.57
40,D04,27,sample,"264,390.72",160592.59
40,D04,28,sample,"340,584.16",236466.98
40,D04,29,sample,"426,539.22",322103
40,D04,30,sample,"506,146.53",401391.28
40,D04,31,sample,"567,188.94",462114.66
40,D04,32,sample,"609,316.19",503922.84
40,D04,33,sample,"636,625.19",530912.81
40,D04,34,sample,"654,971.25",548939.81
40,D04,35,sample,"666,625.69",560275.25
40,D04,36,sample,"674,841.25",568171.75
40,D04,37,sample,"680,761.88",573773.31
40,D04,38,sample,"685,097.31",577789.75
40,D04,39,sample,"688,604.44",580977.81
40,D04,40,sample,"691,315.75",583370.06
41,D05,1,sample,"56,459.13",5793.47
41,D05,2,sample,"56,300.09",3489.03
41,D05,3,sample,"56,037.50",1081.02
41,D05,4,sample,"56,042.31",-1059.58
41,D05,5,sample,"56,371.64",-2875.67
41,D05,6,sample,"57,009.19",-4383.52
41,D05,7,sample,"57,983.50",-5554.63
41,D05,8,sample,"59,463.23",-6220.3
41,D05,9,sample,"64,488.94",-3340.01
41,D05,10,sample,"79,058.38",9084.01
41,D05,11,sample,"82,555.98",10436.2
41,D05,12,sample,"82,426.88",8161.69
41,D05,13,sample,"82,156.17",5745.57
41,D05,14,sample,"81,728.81",3172.79
41,D05,15,sample,"81,752.23",1050.8
41,D05,16,sample,"82,028.43",-818.4
41,D05,17,sample,"82,332.80",-2659.45
41,D05,18,sample,"82,315.23",-4822.42
41,D05,19,sample,"82,284.98",-6998.09
41,D05,20,sample,"83,232.32",-8196.16
41,D05,21,sample,"85,213.48",-8360.42
41,D05,22,sample,"88,739.48",-6979.82
41,D05,23,sample,"95,411.22",-2453.5
41,D05,24,sample,"107,023.40",7013.27
41,D05,25,sample,"127,431.12",25275.58
41,D05,26,sample,"158,985.41",54684.45
41,D05,27,sample,"204,782.77",98336.4
41,D05,28,sample,"266,619.44",158027.66
41,D05,29,sample,"345,347.03",234609.84
41,D05,30,sample,"433,091.56",320208.97
41,D05,31,sample,"513,295.38",398267.38
41,D05,32,sample,"572,041.00",454867.56
41,D05,33,sample,"610,436.06",491117.22
41,D05,34,sample,"633,970.13",512505.88
41,D05,35,sample,"647,787.88",524178.22
41,D05,36,sample,"656,172.69",530417.63
41,D05,37,sample,"662,605.94",534705.44
41,D05,38,sample,"666,979.31",536933.44
41,D05,39,sample,"670,221.50",538030.19
41,D05,40,sample,"672,662.00",538325.25
42,D06,1,sample,"39,087.77",-20426.93
42,D06,2,sample,"41,012.57",-18716.93
42,D06,3,sample,"55,937.52",-4006.78
42,D06,4,sample,"60,544.48",385.38
42,D06,5,sample,"61,233.03",859.12
42,D06,6,sample,"61,647.15",1058.44
42,D06,7,sample,"61,746.85",943.34
42,D06,8,sample,"61,955.39",937.07
42,D06,9,sample,"61,902.28",669.16
42,D06,10,sample,"61,981.98",534.06
42,D06,11,sample,"62,204.71",541.99
42,D06,12,sample,"62,422.52",545
42,D06,13,sample,"62,076.20",-16.13
42,D06,14,sample,"61,651.80",-655.33
42,D06,15,sample,"61,908.07",-613.86
42,D06,16,sample,"62,192.04",-544.69
42,D06,17,sample,"62,314.77",-636.76
42,D06,18,sample,"62,542.76",-623.58
42,D06,19,sample,"63,051.42",-329.72
42,D06,20,sample,"63,877.16",281.22
42,D06,21,sample,"66,186.37",2375.62
42,D06,22,sample,"70,458.65",6433.1
42,D06,23,sample,"78,070.23",13829.88
42,D06,24,sample,"89,804.19",25349.04
42,D06,25,sample,"106,780.13",42110.17
42,D06,26,sample,"132,511.78",67627.02
42,D06,27,sample,"168,662.28",103562.73
42,D06,28,sample,"217,414.14",152099.78
42,D06,29,sample,"273,611.31",208082.16
42,D06,30,sample,"324,416.13",258672.16
42,D06,31,sample,"366,498.50",300539.75
42,D06,32,sample,"396,443.66",330270.09
42,D06,33,sample,"418,056.34",351667.97
42,D06,34,sample,"433,813.78",367210.59
42,D06,35,sample,"443,910.56",377092.59
42,D06,36,sample,"451,227.84",384195.06
42,D06,37,sample,"456,949.56",389701.97
42,D06,38,sample,"462,106.97",394644.59
42,D06,39,sample,"465,613.44",397936.25
42,D06,40,sample,"467,710.13",399818.13
43,D07,1,sample,"89,913.60",-15306.51
43,D07,2,sample,"92,828.27",-11835.84
43,D07,3,sample,"99,022.65",-5085.47
43,D07,4,sample,"102,540.90",-1011.22
43,D07,5,sample,"104,989.94",1993.82
43,D07,6,sample,"106,793.52",4353.4
43,D07,7,sample,"106,238.80",4354.68
43,D07,8,sample,"101,542.37",214.24
43,D07,9,sample,"99,290.72",-1481.41
43,D07,10,sample,"98,737.01",-1479.12
43,D07,11,sample,"98,722.77",-937.36
43,D07,12,sample,"98,613.30",-490.83
43,D07,13,sample,"98,065.05",-483.08
43,D07,14,sample,"97,617.25",-374.88
43,D07,15,sample,"97,403.48",-32.65
43,D07,16,sample,"97,340.02",459.88
43,D07,17,sample,"97,172.26",848.12
43,D07,18,sample,"97,655.34",1887.2
43,D07,19,sample,"98,426.42",3214.28
43,D07,20,sample,"99,635.77",4979.63
43,D07,21,sample,"102,142.02",8041.88
43,D07,22,sample,"106,851.59",13307.44
43,D07,23,sample,"115,265.72",22277.57
43,D07,24,sample,"129,671.56",37239.41
43,D07,25,sample,"152,730.98",60854.84
43,D07,26,sample,"187,162.06",95841.91
43,D07,27,sample,"235,806.22",145042.06
43,D07,28,sample,"302,481.13",212272.97
43,D07,29,sample,"384,101.97",294449.81
43,D07,30,sample,"466,756.81",377660.66
43,D07,31,sample,"535,770.44",447230.28
43,D07,32,sample,"585,836.19",497852.03
43,D07,33,sample,"618,388.38",530960.19
43,D07,34,sample,"639,016.94",552144.75
43,D07,35,sample,"653,531.25",567215.06
43,D07,36,sample,"662,338.81",576578.63
43,D07,37,sample,"668,753.25",583549.06
43,D07,38,sample,"673,384.63",588736.44
43,D07,39,sample,"677,739.38",593647.19
43,D07,40,sample,"680,514.13",596977.94
44,D08,1,sample,"62,049.47",-13954.37
44,D08,2,sample,"64,097.49",-12813.89
44,D08,3,sample,"69,170.12",-8648.82
44,D08,4,sample,"73,109.36",-5617.12
44,D08,5,sample,"76,440.12",-3193.91
44,D08,6,sample,"79,316.08",-1225.49
44,D08,7,sample,"82,361.03",911.91
44,D08,8,sample,"85,674.35",3317.68
44,D08,9,sample,"89,669.79",6405.58
44,D08,10,sample,"90,340.98",6169.22
44,D08,11,sample,"90,303.06",5223.75
44,D08,12,sample,"90,037.12",4050.26
44,D08,13,sample,"90,116.41",3222
44,D08,14,sample,"90,069.45",2267.5
44,D08,15,sample,"89,961.34",1251.84
44,D08,16,sample,"89,760.72",143.68
44,D08,17,sample,"89,677.60",-846.99
44,D08,18,sample,"89,614.56",-1817.58
44,D08,19,sample,"89,523.50",-2816.18
44,D08,20,sample,"89,182.02",-4065.21
44,D08,21,sample,"89,422.63",-4732.14
44,D08,22,sample,"89,515.25",-5547.07
44,D08,23,sample,"90,205.95",-5763.93
44,D08,24,sample,"91,347.25",-5530.17
44,D08,25,sample,"93,226.76",-4558.21
44,D08,26,sample,"97,745.31",-947.2
44,D08,27,sample,"106,055.78",6455.72
44,D08,28,sample,"120,346.25",19838.64
44,D08,29,sample,"143,536.83",42121.68
44,D08,30,sample,"178,015.14",75692.45
44,D08,31,sample,"226,389.86",123159.62
44,D08,32,sample,"289,243.63",185105.83
44,D08,33,sample,"365,541.56",260496.22
44,D08,34,sample,"445,105.13",339152.25
44,D08,35,sample,"515,070.00",408209.56
44,D08,36,sample,"564,509.81",456741.84
44,D08,37,sample,"596,884.38",488208.84
44,D08,38,sample,"617,581.50",507998.44
44,D08,39,sample,"630,662.94",520172.31
44,D08,40,sample,"638,248.50",526850.31
45,D09,1,sample,"88,358.91",-12963.21
45,D09,2,sample,"90,970.85",-10092.88
45,D09,3,sample,"96,047.36",-4757.99
45,D09,4,sample,"99,815.97",-730.99
45,D09,5,sample,"101,547.79",1259.21
45,D09,6,sample,"103,334.70",3304.5
45,D09,7,sample,"103,276.11",3504.3
45,D09,8,sample,"100,006.64",493.22
45,D09,9,sample,"98,817.60",-437.43
45,D09,10,sample,"98,498.88",-497.77
45,D09,11,sample,"98,427.16",-311.1
45,D09,12,sample,"98,352.76",-127.12
45,D09,13,sample,"97,735.72",-485.77
45,D09,14,sample,"97,293.19",-669.92
45,D09,15,sample,"97,170.13",-534.59
45,D09,16,sample,"97,126.97",-319.36
45,D09,17,sample,"97,498.74",310.79
45,D09,18,sample,"97,443.62",514.06
45,D09,19,sample,"97,975.98",1304.81
45,D09,20,sample,"99,194.84",2782.05
45,D09,21,sample,"101,767.63",5613.22
45,D09,22,sample,"107,259.66",11363.64
45,D09,23,sample,"116,814.88",21177.24
45,D09,24,sample,"132,729.91",37350.66
45,D09,25,sample,"157,924.44",62803.57
45,D09,26,sample,"194,932.92",100070.45
45,D09,27,sample,"247,658.48",153054.39
45,D09,28,sample,"317,399.91",223054.2
45,D09,29,sample,"401,027.84",306940.53
45,D09,30,sample,"484,691.47",390862.53
45,D09,31,sample,"552,795.06",459224.5
45,D09,32,sample,"599,679.50",506367.34
45,D09,33,sample,"629,824.13",536770.38
45,D09,34,sample,"649,270.81",556475.44
45,D09,35,sample,"660,895.38",568358.38
45,D09,36,sample,"668,523.75",576245.13
45,D09,37,sample,"674,552.63",582532.38
45,D09,38,sample,"677,983.38",586221.5
45,D09,39,sample,"681,092.81",589589.38
45,D09,40,sample,"683,465.88",592220.81
46,D10,1,sample,"109,573.53",-10801.37
46,D10,2,sample,"112,331.42",-7851.18
46,D10,3,sample,"118,106.45",-1883.86
46,D10,4,sample,"122,517.00",2719
46,D10,5,sample,"123,810.58",4204.88
46,D10,6,sample,"118,705.84",-707.56
46,D10,7,sample,"117,076.20",-2144.9
46,D10,8,sample,"117,235.02",-1793.77
46,D10,9,sample,"117,854.03",-982.47
46,D10,10,sample,"117,983.84",-660.36
46,D10,11,sample,"118,113.00",-338.9
46,D10,12,sample,"118,149.91",-109.68
46,D10,13,sample,"117,916.72",-150.57
46,D10,14,sample,"117,893.35",18.36
46,D10,15,sample,"118,164.40",481.71
46,D10,16,sample,"118,082.88",592.49
46,D10,17,sample,"118,053.73",755.64
46,D10,18,sample,"117,934.91",829.13
46,D10,19,sample,"118,349.58",1436.09
46,D10,20,sample,"119,356.38",2635.19
46,D10,21,sample,"119,854.52",3325.64
46,D10,22,sample,"122,372.67",6036.09
46,D10,23,sample,"127,500.51",11356.22
46,D10,24,sample,"136,581.83",20629.85
46,D10,25,sample,"152,164.25",36404.57
46,D10,26,sample,"177,103.38",61536
46,D10,27,sample,"215,668.86",100293.78
46,D10,28,sample,"270,706.06",155523.28
46,D10,29,sample,"343,843.59",228853.11
46,D10,30,sample,"432,065.44",317267.25
46,D10,31,sample,"525,852.75",411246.88
46,D10,32,sample,"608,473.63",494060.06
46,D10,33,sample,"668,610.94",554389.69
46,D10,34,sample,"706,749.75",592720.75
46,D10,35,sample,"729,754.94",615918.25
46,D10,36,sample,"743,564.06",629919.69
46,D10,37,sample,"753,063.94",639611.88
46,D10,38,sample,"760,207.38",646947.63
46,D10,39,sample,"764,540.19",651472.75
46,D10,40,sample,"766,862.38",653987.19
47,D11,1,sample,"101,934.84",-9530.05
47,D11,2,sample,"103,791.49",-7016.13
47,D11,3,sample,"106,840.17",-3310.19
47,D11,4,sample,"108,431.60",-1061.5
47,D11,5,sample,"109,245.61",409.78
47,D11,6,sample,"109,277.84",1099.27
47,D11,7,sample,"108,898.89",1377.59
47,D11,8,sample,"108,361.34",1497.3
47,D11,9,sample,"107,276.67",1069.89
47,D11,10,sample,"105,947.00",397.49
47,D11,11,sample,"105,305.23",412.98
47,D11,12,sample,"104,478.04",243.05
47,D11,13,sample,"103,167.96",-409.76
47,D11,14,sample,"102,617.01",-303.45
47,D11,15,sample,"102,220.98",-42.22
47,D11,16,sample,"101,619.48",13.54
47,D11,17,sample,"100,937.22",-11.45
47,D11,18,sample,"99,842.68",-448.72
47,D11,19,sample,"99,366.68",-267.46
47,D11,20,sample,"98,795.40",-181.48
47,D11,21,sample,"97,834.95",-484.67
47,D11,22,sample,"97,217.20",-445.15
47,D11,23,sample,"97,058.87",53.78
47,D11,24,sample,"96,966.15",618.33
47,D11,25,sample,"96,426.95",736.39
47,D11,26,sample,"96,402.73",1369.43
47,D11,27,sample,"97,007.29",2631.26
47,D11,28,sample,"97,763.86",4045.09
47,D11,29,sample,"98,468.36",5406.86
47,D11,30,sample,"100,168.48",7764.24
47,D11,31,sample,"103,895.25",12148.27
47,D11,32,sample,"109,124.44",18034.72
47,D11,33,sample,"116,810.94",26378.49
47,D11,34,sample,"126,830.77",37055.59
47,D11,35,sample,"139,971.33",50853.41
47,D11,36,sample,"154,522.98",66062.33
47,D11,37,sample,"169,459.45",81656.06
47,D11,38,sample,"183,743.02",96596.88
47,D11,39,sample,"195,762.20",109273.34
47,D11,40,sample,"204,389.73",118558.13
48,D12,1,sample,"99,097.64",-3463.57
48,D12,2,sample,"99,486.77",-2839.21
48,D12,3,sample,"100,651.70",-1439.04
48,D12,4,sample,"101,166.73",-688.79
48,D12,5,sample,"101,459.08",-161.2
48,D12,6,sample,"101,438.02",52.97
48,D12,7,sample,"101,672.10",522.28
48,D12,8,sample,"101,402.14",487.55
48,D12,9,sample,"101,126.65",447.29
48,D12,10,sample,"100,940.01",495.89
48,D12,11,sample,"100,655.41",446.52
48,D12,12,sample,"100,405.88",432.23
48,D12,13,sample,"100,194.55",456.12
48,D12,14,sample,"99,947.98",444.79
48,D12,15,sample,"99,611.07",343.11
48,D12,16,sample,"99,302.80",270.07
48,D12,17,sample,"98,812.47",14.97
48,D12,18,sample,"98,478.76",-83.51
48,D12,19,sample,"97,807.56",-519.47
48,D12,20,sample,"96,966.71",-1125.09
48,D12,21,sample,"96,954.40",-902.17
48,D12,22,sample,"97,620.39",-0.95
48,D12,23,sample,"97,656.86",270.75
48,D12,24,sample,"97,386.55",235.67
48,D12,25,sample,"97,172.06",256.41
48,D12,26,sample,"97,201.42",521.01
48,D12,27,sample,"97,888.34",1443.16
48,D12,28,sample,"99,139.09",2929.15
48,D12,29,sample,"100,447.44",4472.73
48,D12,30,sample,"102,904.97",7165.49
48,D12,31,sample,"106,569.70",11065.46
48,D12,32,sample,"112,929.13",17660.12
48,D12,33,sample,"121,288.76",26254.97
48,D12,34,sample,"132,116.58",37318.03
48,D12,35,sample,"145,184.92",50621.6
48,D12,36,sample,"159,897.52",65569.43
48,D12,37,sample,"174,510.91",80418.05
48,D12,38,sample,"188,035.73",94178.11
48,D12,39,sample,"198,602.95",104980.56
48,D12,40,sample,"206,598.86",113211.7